action_code;action_name;category;duration_min;cost
X663611;ΕΚΤΟΜΗ ΒΛΑΒΗΣ Ή ΟΓΚΟΥ (ΕΚΤΟΣ ΤΩΝ ΚΑΤΑΓΕΓΡΑΜΜΕΝΩΝ ΑΝΩΘΕΝ), ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ  ΔΟΜΕΣ, ΜΕ ΑΠΛΗ ΑΠΟΚΑΤΑΣΤΑΣΗ;Surgical;115;1691.25
X663613;ΕΚΤΟΜΗ ΒΛΑΒΗΣ Ή ΟΓΚΟΥ (ΕΚΤΟΣ ΤΩΝ ΚΑΤΑΓΕΓΡΑΜΜΕΝΩΝ ΑΝΩΘΕΝ), ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ  ΔΟΜΕΣ, ΜΕ ΣΥΝΘΕΤΗ ΑΠΟΚΑΤΑΣΤΑΣΗ;Surgical;198;1352.91
X663615;ΕΚΤΟΜΗ ΤΟΥ ΥΠΕΡΠΛΑΣΤΙΚΟΥ ΦΑΤΝΙΑΚΟΥ ΒΛΕΝΝΟΓΟΝΟΥ, ΚΑΘΕ ΤΕΤΑΡΤΗΜΟΡΙΟ (ΝΑ ΚΑΘΟΡΙΖΕΤΑΙ);Surgical;161;247.81
X663619;ΕΚΤΟΜΗ ΦΑΤΝΙΟΥ, ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΠΟΞΕΣΗ ΟΣΤΕ'Ι'ΤΙΔΑΣ Ή ΕΚΤΟΜΗ ΝΕΚΡΩΝ ΟΣΤΩΝ;Surgical;69;1101.66
X663659;ΚΑΤΑΣΤΡΟΦΗ ΤΗΣ ΒΛΑΒΗΣ (ΕΚΤΟΣ ΤΗΣ ΕΚΤΟΜΗΣ), ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ ΔΟΜΕΣ;Surgical;124;1389.83
X663699;ΠΕΡΙΟΔΟΝΤΙΚΗ ΒΛΕΝΝΟΓΟΝΙΚΗ ΜΕΤΑΜΟΣΧΕΥΣΗ;Surgical;154;232.34
X663703;ΟΥΛΟΠΛΑΣΤΙΚΗ, ΚΑΘΕ ΤΕΤΑΡΤΗΜΟΡΙΟ (ΝΑ ΚΑΘΟΡΙΖΕΤΑΙ ΛΕΠΤΟΜΕΡΩΣ);Surgical;227;1308.09
X663707;ΦΑΤΝΙΟΠΛΑΣΤΙΚΗ, ΚΑΘΕ ΤΕΤΑΡΤΗΜΟΡΙΟ (ΝΑ ΚΑΘΟΡΙΖΕΤΑΙ ΛΕΠΤΟΜΕΡΩΣ);Surgical;164;569.01
X663757;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΕΠΕΜΒΑΣΗ, ΟΔΟΝΤΟΦΑΤΝΙΑΚΕΣ ΔΟΜΕΣ;Surgical;135;1676.93
X663757.1;ΑΚΡΟΡΡΙΖΕΚΤΟΜΗ ΜΟΝΟΡΙΖ.ΔΟΝΤ ΜΕ ΠΡΟΥΠΑΡ.ΕΝΔΟΔ.ΘΕΡΑΠΕΙΑ;Surgical;88;377.8
X663757.2;ΑΚΡΟΡΡΙΖΕΚΤΟΜΗ ΜΟΝΟΡΙΖ.ΔΟΝΤ ΜΕ ΤΕΛΕΣΗ ΑΝΑΣΤΡ.ΕΜΦΡΑΞΗ;Surgical;192;1973.71
X663757.3;ΑΚΡΟΡΡΙΖΕΚΤΟΜΗ ΜΟΝΟΡΙΖ.ΔΟΝΤ. ΜΕ ΤΕΛΕΣΗ ΕΝΔΟΔ. ΘΕΡΑΠΕΙΑ;Surgical;212;213.52
X663757.4;ΑΚΡΟΡΡΖΕΚΤΟΜΗ ΠΟΛΥΡ.ΔΟΝΤ. ΜΕ ΤΕΛΕΣΗ ΑΝΑΣΤΡ..ΕΜΦΡΑΞΗ;Surgical;85;1326.39
X663757.5;ΑΚΡΟΡΡΙΖΕΚΤΟΜΗ ΠΟΛΥΡ.ΔΟΝΤ. ΜΕ ΔΟΝΤ.ΜΕ ΠΡΟΥΠΑΡ.ΕΝΔ.ΘΕΡ.;Surgical;209;1445.63
X663757.6;ΑΝΥΨΩΣΗ ΕΔΑΦΟΥΣ ΙΓΜΟΡ. ΜΕ ΑΛΛΟΜΟΣΧΕΥΜΑ;Surgical;119;1195.58
X663757.7;ΑΝΥΨΩΣΗ ΕΔΑΦΟΥΣ ΙΓΜΟΡ. ΜΕ ΛΗΨΗ ΟΣΤΙΚΟΥ ΜΟΣΧ. ΕΝΔΟΣΤΙΚΑ;Diagnostic;59;1190.03
X663757.8;ΑΠΛΗ ΕΞΑΓΩΓΗ ΔΟΝΤΙΟΥ;Surgical;185;1869.5
X663757.9;ΑΠΟΚΑΛ.ΕΓΚΛΕΙΣΤΟΥ ΔΟΝΤ.& ΤΟΠΟΘΕΤΗΣΗ  BRACKETS;Therapeutic;182;1565.32
X663757.10;ΑΦΑΙΡΕΣΗ ΒΛΕΝΝΩΔΟΥΣ ΚΥΣΤΗΣ ΜΑΛΑΚΩΝ ΜΟΡΙΩΝ;Surgical;233;629.79
X663757.11;ΑΦΑΙΡΕΣΗ ΕΓΚΛΕΙΣΤΟΥ Ή ΗΜΙΕΓΚΛΕΙΣΤΟΥ ΔΟΝΤΙΟΥ;Surgical;143;276.29
X663757.12;ΑΦΑΙΡΕΣΗ  ΕΜΦΥΤΕΥΜΑΤΩΝ  ΤΥΠΟΥ BLADES;Surgical;116;847.18
X663757.13;ΑΦΑΙΡΕΣΗ ΕΠΟΥΛΙΔΑΣ ΜΙΚΡ.ΟΓΚ.ΉΒΛΑΒΩΝ ΣΤΟΜΑΤ-ΠΡΟΣΩΠΟΥ;Surgical;105;1831.93
X663757.14;ΑΦΑΙΡΕΣΗ ΙΝΩΔΟΥΣ ΥΠΕΡΠΛΑΣΙΑΣ ΑΠΟ ΟΔΟΝΤΟΣΤΟΙΧΙΑ;Surgical;123;849.86
X663757.15;ΑΦΑΙΡΕΣΗ ΚΥΣΤ. ΓΝΑΘ. ΜΕ ΤΕΛΕΣΗ ΕΝΔ.ΘΕΡ. Ή ΑΝΑΣΤΡ.ΕΜΦΡΑΞΗ;Surgical;144;1530.78
X663757.16;ΑΦΑΙΡΕΣΗ ΜΙΚΡ.ΚΥΣΤ.ΔΕΡΜ.ΠΡΟΣΩΠΟΥ ( ΣΜΗΓ. ,ΔΕΡΜΟΕΙΔ.);Surgical;62;511.33
X663757.17;ΑΦΑΙΡΕΣΗ ΜΕΓ. ΚΥΣΤΗ ΓΝΑΘ. ΧΩΡΙΣ  ΕΝΔ. ΘΕΡ. Ή ΑΝΑΣΤΡ. ΕΜΦΡ.;Surgical;129;269.14
X663757.18;ΑΦΑΙΡΕΣΗ ΜΙΚΡ. ΚΥΣΤΗ ΓΝΑΘ.ΧΩΡΙΣ ΕΝΔ.ΘΕΡ.Ή ΑΝΑΣΤΡ.ΕΜΦΡΑΞΗ;Surgical;125;376.43
X663757.19;ΑΦΑΙΡΕΣΗ ΡΑΜΜΑΤΩΝ ΣΓΠΧ;Surgical;82;1017.94
X663757.20;ΑΦΑΙΡΕΣΗ  ΡΙΖΟΜΟΡΦΩΝ ΕΜΦΥΤΕΥΜΑΤΩΝ;Surgical;110;1722.09
X663757.21;ΑΦΑΙΡΕΣΗ ΣΙΕΛΟΛΙΘΟΥ ΕΝΔΟΣΤΟΜΑΤΙΚΑ;Surgical;237;1424.13
X663757.22;ΑΦΑΙΡΕΣΗ ΥΛΙΚΟΥ ΟΣΤΕΟΣΥΝΘΕΣΗΣ;Surgical;204;1182.9
X663757.23;ΑΦΑΙΡΕΣΗ  ΥΠΟΠΕΡΙΟΣΤΙΚΩΝ  ΕΜΦΥΤΕΥΜΑΤΩΝ;Surgical;235;851.47
X663757.24;ΑΦΑΙΡΕΣΗ Ή ΜΑΡΣΙΠΟΠΟΙΗΣΗ ΒΑΤΡΑΧΙΟΥ;Surgical;205;1935.41
X663757.25;ΒΑΘΥΝΣΗ  ΠΡΟΣΤΟΜΙΑΚΗΣ ΑΥΛΑΚΑΣ;Surgical;105;1433.84
X663757.26;ΒΑΘΥΝΣΗ ΠΡΟΣΤΟΜ.ΑΥΛΑΚΑΣ ΜΕ ΒΛΕΝΝΟΓ.ΜΟΣΧΕΥΜΑ;Surgical;78;1066.02
X663757.27;ΒΑΣΙΚΗ ΣΓΠΧ ΕΞΕΤΑΣΗ;Diagnostic;54;1139.14
X663757.28;ΕΠΙΜΗΚΥΝΣΗ ΜΥΛΗΣ ΔΟΝΤΙΟΥ;Surgical;181;1682.61
X663757.29;ΓΝΩΜΑΤΕΥΣΗ  ΣΓΠΧ  ΕΞΕΤΑΣΗΣ;Diagnostic;46;1256.09
X663757.30;ΚΛΕΙΣΤΗ ΑΝΥΨΩΣΗ ΙΓΜΟΡΕΙΟΥ;Surgical;82;649.17
X663757.31;ΕΓΧΥΣΗ ΟΥΣΙΩΝ ΣΕ ΠΕΡΙΦΕΡΙΚΑ ΝΕΥΡΑ;Therapeutic;95;335.2
X663757.32;ΧΗΜΙΚΗ ΑΝΤΙΜΕΤΩΠΙΣΗ ΥΠΕΡΤΡΟΦΙΑΣ ΜΑΣΗΤΗΡΑ;Surgical;101;832.46
X663757.33;ΕΠΑΝΕΜΦΥΤΕΥΣΗ & ΑΚΙΝΗΤΟΠΟΙΗΣΗ ΕΚΓΟΜΦΩΜΕΝΟΥ ΔΟΝΤΙΟΥ;Surgical;166;452.74
X663757.34;ΕΠΕΜΒΑΣΗ ΣΕ ΠΕΡΙΦΕΡΙΚΑ ΝΕΥΡΑ (ΝΕΥΡΕΚΤΟΜΗ,ΚΡΥΟΧΕΙΡ.);Surgical;125;193.09
X663757.35;ΛΗΨΗ ΙΣΤΟΤΕΜΑΧΙΟΥ ΓΙΑ ΙΣΤΟΛ. ΕΞΕΤΑΣΗ ΑΠΟ ΟΓΚΟ Ή ΒΛΑΒ.;Diagnostic;56;1948.66
X663757.36;ΛΗΨΗ ΟΣΤΙΚΟΥ  ΜΟΣΧΕΥΜ.ΕΝΔΟΣΤ. & ΤΟΠΟΘΕΤΗΣΗ ΤΟΥ;Diagnostic;36;869.85
X663757.37;ΜΑΡΣΙΠΟΠΟΙΗΣΗ ΜΕΓΑΛΩΝ ΚΥΣΤΕΩΝ ΤΩΝ ΓΝΑΘΩΝ;Surgical;126;693.2
X663757.38;ΜΕΤΑΘΕΣΗ ΓΕΝΕΙΑΚΟΥ ΝΕΥΡΟΥ ΓΙΑ ΤΟΠΟΘΕΤΗΣΗ ΕΜΦΥΤΕΥΜΑΤ.;Surgical;76;1077.98
X663757.39;ΟΥΛΟΠΛΑΣΤΙΚΗ ΕΠΙ ΕΜΥΤΕΥΜΑΤΩΝ;Surgical;160;269.52
X663757.40;ΣΥΓΚΛΕΙΣΗ ΣΤΟΜΑΤΟΚΟΛΠΙΚΗΣ ΕΠΙΚΟΙΝΩΝΙΑΣ;Surgical;202;1974.79
X663757.41;ΣΥΝΤΗΡΗΤΙΚΗ ΑΝΤΙΜΕΤΩΠΙΣΗ  ΔΥΣΛΕΙΤΟΥΡΓΙΩΝ  Κ.Γ.Δ.;Surgical;174;1209.3
X663757.42;ΔΙΑΤΑΤΙΚΗ ΟΣΤΕΟΓΕΝΕΣΗ ΦΑΤΝΙΑΚΗΣ ΑΠΟΦΥΣΗΣ;Surgical;202;874.24
X663757.43;ΣΥΡΡΑΦΗ ΤΡΑΥΜΑΤΟΣ ΣΤΟΜΑΤΟΣ Ή ΔΕΡΜΑΤΟΣ;Surgical;236;703.06
X663757.44;ΤΟΠΟΘΕΤΗΣΗ ΠΡΟΣΤΟΜΙΑΚΩΝ ΤΟΞΩΝ ΑΝΩ –ΚΑΤΩ & ΔΙΑΓΝ ΑΚΙΝ.;Therapeutic;113;1138.51
X663757.45;ΤΟΠΟΘΕΤΗΣΗ ΕΜΦΥΤΕΥΜΑΤΩΝ ΜΑΖΙ ΜΕ ΔΕΥΤΕΡΗ ΦΑΣΗ;Surgical;209;1897.9
X663757.46;ΦΑΤΝΙΟΠΛΑΣΤΙΚΗ;Surgical;149;509.58
X663757.47;ΧΕΙΡΟΥΡΓΙΚΗ ΕΞΑΓΩΓΗ ΔΟΝΤΙΟΥ Ή ΡΙΖΑΣ;Surgical;148;617.62
X663757.48;ΤΟΠΟΘΕΤΗΣΗ ΕΜΦΥΤΕΥΜΑΤΩΝ ΖΥΓΩΜΑΤΙΚΟΥ;Surgical;132;643.85
X663757.49,;ΤΟΠΟΘΕΤΗΣΗ ΜΙΝΙ ΕΜΦΥΤΕΥΜΑΤΩΝ;Surgical;194;429.88
X663757.50;ΛΗΨΗ ΚΑΙ ΤΟΠΟΘΕΤΗΣΗ ΒΛΕΝΝΟΓΟΝΙΟΥ ΜΟΣΧΕΥΜΑΤΟΣ;Diagnostic;48;1695.57
X663757.51;ΧΕΙΡΟΥΡΓΙΚΟΣ  ΚΑΘΑΡΙΣΜΟΣ (ΑΠΟΞΕΣΗ) ΕΝΔΟΣΤ. ΒΛΑΒΗΣ ΓΝΑΘΟΥ;Surgical;74;1755.84
X663757.52;ΑΦΑΙΡΕΣΗ ΕΝΔΟΟΣΤΙΚΗΣ ΒΛΑΒΗΣ ΓΝΑΘΟΥ;Surgical;196;1833.07
X663959;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ;Therapeutic;80;824.62
X664159;ΒΙΟΨΙΑ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ;Diagnostic;58;1183.63
X664167;ΕΚΤΟΜΗ, ΒΛΑΒΗ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ, ΧΩΡΙΣ ΣΥΡΡΑΦΗ;Surgical;113;752.9
X664171;ΕΚΤΟΜΗ, ΒΛΑΒΗ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ, ΜΕ ΑΠΛΗ ΠΡΩΤΟΓΕΝΗ ΣΥΡΡΑΦΗ;Surgical;99;1056.61
X664173;ΕΚΤΟΜΗ, ΒΛΑΒΗ ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ, ΜΕ ΣΥΓΚΛΕΙΣΗ ΜΕ ΤΟΠΙΚΟ ΚΡΗΜΝΟ;Surgical;236;474.12
X664199;ΕΚΤΟΜΗ ΥΠΕΡΩΑΣ Ή ΕΚΤΕΤΑΜΕΝΗ ΕΚΤΟΜΗ ΒΛΑΒΗΣ;Surgical;157;508.81
X664239;ΣΤΑΦΥΛΕΚΤΟΜΗ, ΕΚΤΟΜΗ ΤΗΣ ΣΤΑΦΥΛΗΣ;Surgical;62;1129.86
X664249;ΥΠΕΡΩΟΦΑΡΥΓΓΟΠΛΑΣΤΙΚΗ (Π.Χ., ΣΤΑΦΥΛΟΥΠΕΡΩΟΦΑΡΥΓΓΟΠΛΑΣΤΙΚΗ, ΣΤΑΦΥΛΟΦΑΡΥΓΓΟΠΛΑΣΤΙΚΗ);Surgical;79;1565.66
X664279;ΚΑΤΑΣΤΡΟΦΗ ΒΛΑΒΗΣ, ΥΠΕΡΩΑ Ή ΣΤΑΦΥΛΗ (ΘΕΡΜΙΚΗ, ΨΥΞΗ Ή ΧΗΜΙΚΗ);Surgical;199;1533.99
X664319;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΔΙΑΡΡΗΞΗΣ ΥΠΕΡΩΑΣ, ΕΩΣ 2 ΕΚ.;Surgical;127;1421.02
X664323;"ΑΠΟΚΑΤΑΣΤΑΣΗ, ΔΙΑΡΡΗΞΗΣ ΥΠΕΡΩΑΣ; ΜΕΓΑΛΥΤΕΡΟ ΤΩΝ 2 ΕΚ. Ή ΣΥΝΘΕΤΟ";Surgical;98;1714.82
X664359;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΜΑΛΑΚΗ ΚΑΙ/Ή ΣΚΛΗΡΗ ΥΠΕΡΩΑ ΜΟΝΟ;Surgical;226;1881.26
X664369;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΜΕ ΣΥΓΚΛΕΙΣΗ ΤΗΣ ΦΑΤΝΙΑΚΗΣ ΑΠΟΦΥΣΗΣ, ΜΑΛΑΚΟΣ ΙΣΤΟΣ ΜΟΝΟ;Surgical;168;429.14
X664379;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΜΕ ΣΥΓΚΛΕΙΣΗ ΤΗΣ ΦΑΤΝΙΑΚΗΣ ΑΠΟΦΥΣΗΣ, ΜΕ ΟΣΤΕΪΝΟ ΜΟΣΧΕΥΜΑ ΣΤΗ ΦΑΤΝΙΑΚΗ ΑΠΟΦΥΣΗ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΑΠΟΚΤΗΣΗ ΜΟΣΧΕΥΜΑΤΟΣ);Surgical;81;1682.82
X664389;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΜΕΙΖΩΝ ΑΠΟΚΑΤΑΣΤΑΣΗ;Surgical;222;544.38
X664399;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΕΠΕΜΒΑΣΗ ΔΕΥΤΕΡΟΓΕΝΟΥΣ ΕΠΙΜΗΚΥΝΣΗΣ;Surgical;207;1228.07
X664409;ΥΠΕΡΩΟΠΛΑΣΤΙΚΗ, ΛΥΚΟΣΤΟΜΑ, ΕΦΑΡΜΟΓΗ ΦΑΡΥΓΓΙΚΟΥ ΚΡΗΜΝΟΥ;Surgical;122;322.72
X664411;ΕΠΙΜΗΚΥΝΣΗ ΤΗΣ ΥΠΕΡΩΑΣ, ΚΑΙ ΦΑΡΥΓΓΙΚΟΣ ΚΡΗΜΝΟΣ;Surgical;209;1322.88
X664413;ΕΠΙΜΗΚΥΝΣΗ ΤΗΣ ΥΠΕΡΩΑΣ, ΜΕ ΚΡΗΜΝΟ ΝΗΣΙΔΑ;Surgical;135;279.25
X664429;ΑΠΟΚΑΤΑΣΤΑΣΗ ΤΗΣ ΠΡΟΣΘΙΑΣ ΥΠΕΡΩΑΣ, ΠΟΥ ΠΕΡΙΛΑΜΒΑΝΕΙ ΚΡΗΜΝΟ ΥΝΙΔΑΣ;Surgical;63;1656.55
X664479;ΑΠΟΚΑΤΑΣΤΑΣΗ  ΡΙΝΟΧΕΙΛΙΚΟΥ ΣΥΡΙΓΓΙΟΥ;Surgical;105;681.38
X664519;ΓΝΑΘΙΚΗ ΕΝΤΥΠΩΣΗ ΓΙΑ ΠΡΟΘΕΣΗ ΥΠΕΡΩΑΣ;Surgical;84;571.13
X664521;ΕΙΣΑΓΩΓΗ ΠΡΟΘΕΣΗΣ ΥΠΕΡΩΑΣ ΣΥΓΚΡΑΤΟΥΜΕΝΗΣ ΜΕ ΚΑΡΦΙ;Surgical;202;862.04
X664557;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΕΠΕΜΒΑΣΗ, ΥΠΕΡΩΑ, ΣΤΑΦΥΛΗ;Surgical;62;964.82
X664559;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΠΑΡΩΤΙΔΑ, ΑΠΛΗ;Therapeutic;69;1054.95
X664569;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΠΑΡΩΤΙΔΑ, ΣΥΝΘΕΤΗ;Therapeutic;97;1529.13
X664579;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΥΠΟΓΝΑΘΙΑΙΟ (ΑΝΩ ΓΝΑΘΟΣ)  Ή ΥΠΟΓΛΩΣΣΙΟ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Therapeutic;96;1202.6
X664599;ΠΑΡΟΧΕΤΕΥΣΗ ΑΠΟΣΤΗΜΑΤΟΣ, ΥΠΟΓΝΑΘΙΑΙΟ (ΑΝΩ ΓΝΑΘΟΣ), ΕΞΩΤΕΡΙΚΗ ΠΡΟΣΠΕΛΑΣΗ;Therapeutic;71;680.77
X664619;ΣΙΕΛΟΛΙΘΟΤΟΜΗ, ΥΠΟΓΝΑΘΙΑΙΑ (ΑΝΩ Ή ΚΑΤΩ), ΥΠΟΓΛΩΣΣΙΑ Ή ΠΑΡΩΤΙΔΙΚΗ, ΜΗ ΕΠΙΠΛΕΓΜΕΝΗ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ;Surgical;172;1078.69
X664629;ΣΙΕΛΟΛΙΘΟΤΟΜΗ, ΥΠΟΓΝΑΘΙΑΙΑ (ΑΝΩ Ή ΚΑΤΩ), ΣΥΝΘΕΤΗ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ;Surgical;214;168.57
X664639;ΣΙΕΛΟΛΙΘΟΤΟΜΗ, ΠΑΡΩΤΙΔΑ, ΕΞΩΣΤΟΜΑΤΙΚΗ Ή ΣΥΝΘΕΤΗ ΕΝΔΟΣΤΟΜΑΤΙΚΗ;Surgical;151;1050.17
X664759;ΒΙΟΨΙΑ ΣΙΕΛΟΓΟΝΟΥ ΑΔΕΝΑ, ΒΕΛΟΝΗ;Diagnostic;48;1287.28
X664769;ΒΙΟΨΙΑ ΣΙΕΛΟΓΟΝΟΥ ΑΔΕΝΑ, ΔΙΑ ΤΟΜΗΣ;Diagnostic;30;486.54
X664775;ΕΚΤΟΜΗ ΥΠΟΓΛΩΣΣΙΑΣ ΣΙΕΛΟΓΟΝΟΥ ΚΥΣΤΗΣ (ΒΑΤΡΑΧΙΟΝ);Surgical;193;1259.96
X664777;ΜΑΡΣΙΠΟΠΟΙΗΣΗ ΥΠΟΓΛΩΣΣΙΑΣ ΣΙΕΛΟΓΟΝΟΥ ΚΥΣΤΗΣ (ΒΑΤΡΑΧΙΟΝ);Surgical;65;418.65
X664779;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΠΛΑΓΙΟΣ ΛΟΒΟΣ, ΧΩΡΙΣ  ΔΙΑΧΩΡΙΣΜΟ ΝΕΥΡΟΥ;Surgical;150;365.48
X664789;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΠΛΑΓΙΟΣ ΛΟΒΟΣ, ΜΕ ΔΙΑΧΩΡΙΣΜΟ ΚΑΙ ΔΙΑΤΗΡΗΣΗ ΤΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ;Surgical;147;1347.69
X664799;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΟΛΙΚΗ, ΜΕ ΔΙΑΧΩΡΙΣΜΟ ΚΑΙ ΔΙΑΤΗΡΗΣΗ ΤΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ;Surgical;218;421.68
X664809;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΟΛΙΚΗ, ΣΥΝΟΛΙΚΗ ΑΦΑΙΡΕΣΗ ΜΕ ΘΥΣΙΑ ΤΟΥ ΠΡΟΣΩΠΙΚΟΥ ΝΕΥΡΟΥ;Surgical;162;581.92
X664811;ΕΚΤΟΜΗ ΠΑΡΩΤΙΔΙΚΟΥ ΟΓΚΟΥ Ή ΠΑΡΩΤΙΔΙΚΟΥ ΑΔΕΝΑ, ΟΛΙΚΗ, ΜΕ ΕΤΕΡΟΠΛΕΥΡΟ ΡΙΖΙΚΟ ΛΕΜΦΑΔΕΝΙΚΟ ΚΑΘΑΡΙΣΜΟ ΤΡΑΧΗΛΟΥ;Surgical;61;1594.58
X664839;ΕΚΤΟΜΗ ΥΠΟΓΝΑΘΙΑΙΟΥ (ΑΝΩ Ή ΚΑΤΩ) ΑΔΕΝΑ;Surgical;183;294.37
X664859;ΕΚΤΟΜΗ ΥΠΟΓΛΩΣΣΙΟΥ ΑΔΕΝΑ;Surgical;194;1719.42
X664959;ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ, ΣΙΕΛΟΔΟΧΟΠΛΑΣΤΙΚΗ, ΠΡΩΤΟΓΕΝΗΣ Ή ΑΠΛΗ;Surgical;220;183.38
X664969;ΠΛΑΣΤΙΚΗ ΑΠΟΚΑΤΑΣΤΑΣΗ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ, ΣΙΕΛΟΔΟΧΟΠΛΑΣΤΙΚΗ, ΔΕΥΤΕΡΟΓΕΝΗΣ Ή ΣΥΝΘΕΤΗ;Surgical;184;717.2
X664973;ΕΚΤΡΟΠΗ ΠΑΡΩΤΙΔΙΚΟΥ ΠΟΡΟΥ, ΑΜΦΙΠΛΕΥΡΗ (ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ WILKE),;Surgical;230;1432.52
X664975;ΕΚΤΡΟΠΗ ΠΑΡΩΤΙΔΙΚΟΥ ΠΟΡΟΥ, ΑΜΦΙΠΛΕΥΡΗ (ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ WILKE), ΜΕ ΕΚΤΟΜΗ ΤΟΥ ΕΝΟΣ ΥΠΟΓΝΑΘΙΟΥ ΑΔΕΝΑ;Surgical;236;1030.61
X664977;ΕΚΤΡΟΠΗ ΠΑΡΩΤΙΔΙΚΟΥ ΠΟΡΟΥ, ΑΜΦΙΠΛΕΥΡΗ (ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ WILKE), ΜΕ ΕΚΤΟΜΗ ΚΑΙ ΤΩΝ ΔΥΟ ΥΠΟΓΝΑΘΙΩΝ ΑΔΕΝΩΝ;Surgical;181;1786.22
X664979;ΕΚΤΡΟΠΗ ΠΑΡΩΤΙΔΙΚΟΥ ΠΟΡΟΥ, ΑΜΦΙΠΛΕΥΡΗ (ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ WILKE), ΜΕ ΑΠΟΛΙΝΩΣΗ ΚΑΙ ΤΩΝ ΔΥΟ ΥΠΟΓΝΑΘΙΩΝ (WHARTON'S) ΠΟΡΩΝ;Surgical;138;1241.51
X665059;ΔΙΑΔΙΚΑΣΙΑ ΕΓΧΥΣΗΣ ΓΙΑ ΣΙΕΛΟΓΡΑΦΙΑ;Therapeutic;89;1314.89
X665159;ΑΠΟΛΙΝΩΣΗ ΣΙΕΛΟΓΟΝΟΥ ΣΥΡΙΓΓΙΟΥ;Surgical;163;1692.0
X665259;ΔΙΑΣΤΟΛΗ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ;Surgical;98;157.59
X665279;ΔΙΑΣΤΟΛΗ ΚΑΙ ΚΑΘΕΤΗΡΙΑΣΜΟΣ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ, ΜΕ Ή ΧΩΡΙΣ ΕΓΧΥΣΗ;Therapeutic;127;1477.28
X665289;ΑΠΟΛΙΝΩΣΗ ΣΙΕΛΟΓΟΝΟΥ ΠΟΡΟΥ, ΕΝΔΟΣΤΟΜΑΤΙΚΗ;Surgical;76;1660.62
